No|Date Time|In Temp|In Hum|Out Temp|Out Hum|Out Dew|Out Feel|Wind|Gust|Dir|Abs Pressure|Rel Pressure|Rain Hour|Rain Day|Rain Week|Rain Month|Rain Total
195|11/5/2025 8:46:32 AM|19.2|83|18.3|90|16.6|18.3|5.5|7.3|225|999.5|1000.7|1.2|18|18|50.4|127.5
196|11/5/2025 8:56:32 AM|19.2|83|17.9|89|16.1|17.9|6.6|8.9|135|999.9|1001.1|1.5|18.3|18.3|50.7|127.8
197|11/5/2025 9:06:32 AM|19.2|83|17.7|91|16.3|17.7|7.3|8.3|180|999.4|1000.6|0|18.3|18.3|50.7|127.8
198|11/5/2025 9:16:32 AM|19.1|83|17.4|90|15.8|17.4|5.4|7.6|225|999.4|1000.6|0|18.3|18.3|50.7|127.8
199|11/5/2025 9:26:32 AM|19|83|17.1|90|15.5|17.1|5.5|5.9|180|999.7|1000.9|0|18.3|18.3|50.7|127.8
200|11/5/2025 9:36:32 AM|18.9|83|17|90|15.4|17|2.8|3.3|180|999.5|1000.7|0|18.3|18.3|50.7|127.8
201|11/5/2025 9:46:32 AM|18.9|83|17|91|15.6|17|1|1.3|225|1000|1001.2|0|18.3|18.3|50.7|127.8
202|11/5/2025 9:56:32 AM|18.8|83|17.1|90|15.5|17.1|2.1|2.6|225|1000|1001.2|0|18.3|18.3|50.7|127.8
203|11/5/2025 10:06:32 AM|18.7|83|17.3|89|15.4|17.3|3.1|4|180|1000.3|1001.5|0|18.3|18.3|50.7|127.8
204|11/5/2025 10:16:32 AM|18.6|83|17.6|88|15.6|17.6|2.2|3|225|1000.6|1001.8|0|18.3|18.3|50.7|127.8
205|11/5/2025 10:26:32 AM|18.6|83|17.8|88|15.8|17.8|3.5|4.3|225|1001|1002.2|0|18.3|18.3|50.7|127.8
206|11/5/2025 10:36:32 AM|18.6|83|18|86|15.7|18|1.7|2.6|0|1001|1002.2|0|18.3|18.3|50.7|127.8
207|11/5/2025 10:46:32 AM|18.5|82|18.1|86|15.8|18.1|2.1|3|225|1001.1|1002.3|0|18.3|18.3|50.7|127.8
208|11/5/2025 10:56:32 AM|18.4|82|18.1|87|15.9|18.1|1.8|2.3|225|1001.1|1002.3|0|18.3|18.3|50.7|127.8
209|11/5/2025 11:06:32 AM|18.5|82|18.2|87|16.1|18.2|2.6|3.6|270|1001.2|1002.4|0|18.3|18.3|50.7|127.8
210|11/5/2025 11:16:32 AM|18.7|83|19.2|84|16.5|19.2|3|4|225|1001.1|1002.3|0|18.3|18.3|50.7|127.8
211|11/5/2025 11:24:32 AM|19.7|79|19.2|73|14.3|19.2|5.7|7.3|180|1001.7|1002.9|0|18.3|18.3|50.7|127.8
